,home,away,date,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level,home_team,away_team,team,scorer,minute,own_goal,penalty,home_score,away_score,tournament,city,country,neutral,winner,first_shooter,Price,Open,High,Low,Vol.,Change %,next_day
47303,Atletico Madrid,Fulham FC,2010-05-12,2.0,1.0,E,UEFA EL,Atletico Madrid (Spain),Fulham FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,383.50","5,334.20","5,401.00","5,284.60",,0.92,2010-05-13
47316,Bsc Young Boys,Tottenham Hotspur,2010-08-17,3.0,2.0,F,UEFA CL,Bsc Young Boys (Switzerland),Tottenham Hotspur (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,350.55","5,288.50","5,355.30","5,273.30",,1.41,2010-08-18
47332,Aston Villa,Rapid Wien,2010-08-26,2.0,3.0,F,UEFA EL,Aston Villa (England),Rapid Wien (Austria),england,austria,ENG,AT,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,155.84","5,146.90","5,168.80","5,125.30",,0.75,2010-08-27
47408,Inter,Tottenham Hotspur,2010-10-20,4.0,3.0,F,UEFA CL,Inter (Italy),Tottenham Hotspur (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,728.93","5,684.40","5,730.50","5,678.50",,0.44,2010-10-21
47435,Shakhtar Donetsk,Arsenal FC,2010-11-03,2.0,1.0,F,UEFA CL,Shakhtar Donetsk (Ukraine),Arsenal FC (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,748.97","5,762.20","5,773.30","5,728.30",,-0.15,2010-11-04
47436,Lech Poznan,Manchester City,2010-11-04,3.0,1.0,F,UEFA EL,Lech Poznan (Poland),Manchester City (England),poland,england,PL,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,862.79","5,798.20","5,876.30","5,797.40",,1.98,2010-11-05
47479,Sporting Braga,Arsenal FC,2010-11-23,2.0,0.0,F,UEFA CL,Sporting Braga (Portugal),Arsenal FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,581.28","5,640.60","5,663.30","5,581.28",,-1.75,2010-11-24
47505,Olympique Marseille,Chelsea FC,2010-12-08,1.0,0.0,F,UEFA CL,Olympique Marseille (France),Chelsea FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,794.53","5,782.50","5,824.30","5,773.80",,-0.24,2010-12-09
47645,FC Barcelona,Arsenal FC,2011-03-08,3.0,1.0,F,UEFA CL,FC Barcelona (Spain),Arsenal FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,961.82","5,987.00","6,000.50","5,909.80",,-0.2,2011-03-09
47648,Sporting Braga,Liverpool FC,2011-03-10,1.0,0.0,F,UEFA EL,Sporting Braga (Portugal),Liverpool FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,845.29","5,883.90","5,906.80","5,830.30",,-1.55,2011-03-11
47649,Dinamo Kiev,Manchester City,2011-03-10,2.0,0.0,F,UEFA EL,Dinamo Kiev (Ukraine),Manchester City (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,845.29","5,883.90","5,906.80","5,830.30",,-1.55,2011-03-11
47674,Real Madrid,Tottenham Hotspur,2011-04-05,4.0,0.0,F,UEFA CL,Real Madrid (Spain),Tottenham Hotspur (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,007.06","6,020.80","6,023.00","5,988.50",,-0.16,2011-04-06
47687,Tottenham Hotspur,Real Madrid,2011-04-13,0.0,1.0,F,UEFA CL,Tottenham Hotspur (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,010.44","5,991.50","6,044.00","5,983.30",,0.77,2011-04-14
47786,Dnipro Dnipropetrovsk,Fulham FC,2011-08-25,1.0,0.0,F,UEFA EL,Dnipro Dnipropetrovsk (Ukraine),Fulham FC (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,131.10","5,205.85","5,254.17","5,102.06",1.13B,-1.44,2011-08-26
47816,Birmingham City,Sporting Braga,2011-09-15,1.0,3.0,F,UEFA EL,Birmingham City (England),Sporting Braga (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,337.54","5,227.02","5,366.74","5,227.02",1.12B,2.11,2011-09-16
47838,Bayern Muenchen,Manchester City,2011-09-27,2.0,0.0,F,UEFA CL,Bayern Muenchen (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,294.05","5,089.37","5,294.05","5,089.37",960.71M,4.02,2011-09-28
47871,Wisla Krakow,Fulham FC,2011-10-20,1.0,0.0,F,UEFA EL,Wisla Krakow (Poland),Fulham FC (England),poland,england,PL,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,384.68","5,450.49","5,450.49","5,363.16",796.89M,-1.21,2011-10-21
47898,Rubin Kazan,Tottenham Hotspur,2011-11-03,1.0,0.0,F,UEFA EL,Rubin Kazan (Russia),Tottenham Hotspur (England),russia,england,RU,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,545.64","5,484.10","5,564.54","5,402.63",1.22B,1.12,2011-11-04
47922,Ssc Napoli,Manchester City,2011-11-22,2.0,1.0,F,UEFA CL,Ssc Napoli (Italy),Manchester City (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,206.82","5,222.60","5,281.95","5,206.82",914.56M,-0.3,2011-11-23
47924,Bayer Leverkusen,Chelsea FC,2011-11-23,2.0,1.0,F,UEFA CL,Bayer Leverkusen (Germany),Chelsea FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,139.78","5,206.82","5,206.82","5,139.78",1.01B,-1.29,2011-11-24
47936,Sporting Braga,Birmingham City,2011-11-30,1.0,0.0,F,UEFA EL,Sporting Braga (Portugal),Birmingham City (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,505.42","5,337.00","5,538.96","5,274.95",1.65B,3.16,2011-12-01
47937,Tottenham Hotspur,Paok Saloniki,2011-11-30,1.0,2.0,F,UEFA EL,Tottenham Hotspur (England),Paok Saloniki (Greece),england,greece,ENG,GR,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,505.42","5,337.00","5,538.96","5,274.95",1.65B,3.16,2011-12-01
47938,FC Twente,Fulham FC,2011-12-01,1.0,0.0,F,UEFA EL,FC Twente (Netherlands),Fulham FC (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,489.34","5,505.42","5,553.89","5,486.87",939.17M,-0.29,2011-12-02
47951,Olympiakos Piraeus,Arsenal FC,2011-12-06,3.0,1.0,F,UEFA CL,Olympiakos Piraeus (Greece),Arsenal FC (England),greece,england,GR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,568.72","5,567.96","5,592.95","5,521.91",857.31M,0.01,2011-12-07
47953,FC Basel,Manchester United,2011-12-07,2.0,1.0,F,UEFA CL,FC Basel (Switzerland),Manchester United (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,546.91","5,568.72","5,631.88","5,497.96",932.15M,-0.39,2011-12-08
47964,Besiktas,Stoke City,2011-12-14,3.0,1.0,F,UEFA EL,Besiktas (Turkey),Stoke City (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,366.80","5,490.15","5,490.15","5,366.80",860.72M,-2.25,2011-12-15
48069,AC Milan,Arsenal FC,2012-02-15,4.0,0.0,F,UEFA CL,AC Milan (Italy),Arsenal FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,892.16","5,899.87","5,923.78","5,880.62",801.55M,-0.13,2012-02-16
48072,Stoke City,Valencia CF,2012-02-16,0.0,1.0,F,UEFA EL,Stoke City (England),Valencia CF (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,885.38","5,892.16","5,892.36","5,829.38",751.18M,-0.12,2012-02-17
48073,Ssc Napoli,Chelsea FC,2012-02-21,3.0,1.0,F,UEFA CL,Ssc Napoli (Italy),Chelsea FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,928.20","5,945.25","5,948.84","5,916.58",846.27M,-0.29,2012-02-22
48075,Valencia CF,Stoke City,2012-02-23,1.0,0.0,F,UEFA EL,Valencia CF (Spain),Stoke City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,937.89","5,916.55","5,952.47","5,900.50",1.07B,0.36,2012-02-24
48076,Manchester United,AFC Ajax,2012-02-23,1.0,2.0,F,UEFA EL,Manchester United (England),AFC Ajax (Netherlands),england,netherlands,ENG,NL,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,937.89","5,916.55","5,952.47","5,900.50",1.07B,0.36,2012-02-24
48097,Sporting CP,Manchester City,2012-03-08,1.0,0.0,F,UEFA EL,Sporting CP (Portugal),Manchester City (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,859.73","5,791.41","5,874.34","5,791.41",828.11M,1.18,2012-03-09
48098,Manchester United,Athletic Bilbao,2012-03-08,2.0,3.0,F,UEFA EL,Manchester United (England),Athletic Bilbao (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,859.73","5,791.41","5,874.34","5,791.41",828.11M,1.18,2012-03-09
48111,Athletic Bilbao,Manchester United,2012-03-15,2.0,1.0,F,UEFA EL,Athletic Bilbao (Spain),Manchester United (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,940.72","5,945.43","5,958.17","5,919.21",1.03B,-0.08,2012-03-16
48244,Chelsea FC,Atletico Madrid,2012-08-31,1.0,4.0,F,UEFA SC,Chelsea FC (England),Atletico Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,711.48","5,719.45","5,763.77","5,707.99",851.66M,-0.14,2012-09-01
48265,Real Madrid,Manchester City,2012-09-18,3.0,2.0,F,UEFA CL,Real Madrid (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,868.16","5,893.52","5,893.52","5,837.52",802.60M,-0.43,2012-09-19
48296,Liverpool FC,Udinese Calcio,2012-10-04,2.0,3.0,F,UEFA EL,Liverpool FC (England),Udinese Calcio (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,827.78","5,825.81","5,854.16","5,803.22",817.16M,0.03,2012-10-05
48318,Shakhtar Donetsk,Chelsea FC,2012-10-23,2.0,1.0,F,UEFA CL,Shakhtar Donetsk (Ukraine),Chelsea FC (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,797.91","5,882.91","5,893.43","5,788.96",654.16M,-1.44,2012-10-24
48320,Arsenal FC,FC Schalke 04,2012-10-24,0.0,2.0,F,UEFA CL,Arsenal FC (England),FC Schalke 04 (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,804.78","5,797.91","5,823.24","5,776.64",953.71M,0.12,2012-10-25
48321,AFC Ajax,Manchester City,2012-10-24,3.0,1.0,F,UEFA CL,AFC Ajax (Netherlands),Manchester City (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,804.78","5,797.91","5,823.24","5,776.64",953.71M,0.12,2012-10-25
48349,Anzhi Makhachkala,Liverpool FC,2012-11-08,1.0,0.0,F,UEFA EL,Anzhi Makhachkala (Russia),Liverpool FC (England),russia,england,RU,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,776.05","5,791.63","5,824.36","5,770.70",729.28M,-0.27,2012-11-09
48372,Juventus,Chelsea FC,2012-11-20,3.0,0.0,F,UEFA CL,Juventus (Italy),Chelsea FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,748.10","5,737.66","5,751.82","5,706.70",803.27M,0.18,2012-11-21
48373,Galatasaray,Manchester United,2012-11-20,1.0,0.0,F,UEFA CL,Galatasaray (Turkey),Manchester United (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,748.10","5,737.66","5,751.82","5,706.70",803.27M,0.18,2012-11-21
48393,Swansea City,West Bromwich Albion,2012-11-28,3.0,1.0,F,england,Swansea City (Wales),West Bromwich Albion (England),wales,england,WAL,ENG,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"5,803.28","5,799.71","5,808.34","5,755.23",610.19M,0.06,2012-11-29
48409,Olympiakos Piraeus,Arsenal FC,2012-12-04,2.0,1.0,F,UEFA CL,Olympiakos Piraeus (Greece),Arsenal FC (England),greece,england,GR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,869.04","5,871.24","5,885.36","5,852.88",596.03M,-0.04,2012-12-05
48410,Borussia Dortmund,Manchester City,2012-12-04,1.0,0.0,F,UEFA CL,Borussia Dortmund (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,869.04","5,871.24","5,885.36","5,852.88",596.03M,-0.04,2012-12-05
48412,Manchester United,CFr Cluj,2012-12-05,0.0,1.0,F,UEFA CL,Manchester United (England),CFr Cluj (Romania),england,romania,ENG,RO,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,892.08","5,869.04","5,902.66","5,869.04",610.55M,0.39,2012-12-06
48414,Girondins Bordeaux,Newcastle United,2012-12-06,2.0,0.0,F,UEFA EL,Girondins Bordeaux (France),Newcastle United (England),france,england,FR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,901.42","5,892.08","5,923.91","5,889.65",637.07M,0.16,2012-12-07
48530,Zenit St Petersburg,Liverpool FC,2013-02-14,2.0,0.0,F,UEFA EL,Zenit St Petersburg (Russia),Liverpool FC (England),russia,england,RU,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,327.36","6,359.11","6,364.72","6,302.00",713.90M,-0.5,2013-02-15
48535,Arsenal FC,Bayern Muenchen,2013-02-19,1.0,3.0,F,UEFA CL,Arsenal FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,379.07","6,318.19","6,385.14","6,304.40",672.87M,0.96,2013-02-20
48559,Manchester United,Real Madrid,2013-03-05,1.0,2.0,F,UEFA CL,Manchester United (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,431.95","6,345.63","6,437.34","6,344.78",683.44M,1.36,2013-03-06
48561,Steaua Bucuresti,Chelsea FC,2013-03-07,1.0,0.0,F,UEFA EL,Steaua Bucuresti (Romania),Chelsea FC (England),romania,england,RO,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,439.16","6,427.64","6,459.68","6,427.31",923.03M,0.18,2013-03-08
48570,Inter,Tottenham Hotspur,2013-03-14,4.0,1.0,E,UEFA EL,Inter (Italy),Tottenham Hotspur (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,529.41","6,481.50","6,532.57","6,478.54",791.45M,0.74,2013-03-15
48595,Sl Benfica,Newcastle United,2013-04-04,3.0,1.0,F,UEFA EL,Sl Benfica (Portugal),Newcastle United (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,344.12","6,420.28","6,426.37","6,341.43",680.16M,-1.19,2013-04-05
48606,Rubin Kazan,Chelsea FC,2013-04-11,3.0,2.0,F,UEFA EL,Rubin Kazan (Russia),Chelsea FC (England),russia,england,RU,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,416.14","6,387.37","6,423.56","6,377.54",556.83M,0.45,2013-04-12
48653,Wigan Athletic,Swansea City,2013-05-07,2.0,3.0,F,england,Wigan Athletic (England),Swansea City (Wales),england,wales,ENG,WAL,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"6,557.30","6,521.46","6,563.90","6,521.43",795.85M,0.55,2013-05-08
48723,Chelsea FC,FC Basel,2013-09-18,1.0,2.0,F,UEFA CL,Chelsea FC (England),FC Basel (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,558.82","6,570.17","6,587.58","6,532.50",793.62M,-0.17,2013-09-19
48750,Manchester City,Bayern Muenchen,2013-10-02,1.0,3.0,F,UEFA CL,Manchester City (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,437.50","6,460.01","6,460.01","6,386.18",575.17M,-0.35,2013-10-03
48774,Arsenal FC,Borussia Dortmund,2013-10-22,1.0,2.0,F,UEFA CL,Arsenal FC (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,695.66","6,654.20","6,719.27","6,653.70",575.01M,0.62,2013-10-23
48802,Rubin Kazan,Wigan Athletic,2013-11-07,1.0,0.0,F,UEFA EL,Rubin Kazan (Russia),Wigan Athletic (England),russia,england,RU,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,697.22","6,741.69","6,779.18","6,679.99",641.43M,-0.66,2013-11-08
48824,FC Basel,Chelsea FC,2013-11-26,1.0,0.0,F,UEFA CL,FC Basel (Switzerland),Chelsea FC (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,636.22","6,694.62","6,696.95","6,636.22",985.38M,-0.87,2013-11-27
48829,Wigan Athletic,SV Zulte Waregem,2013-11-28,1.0,2.0,F,UEFA EL,Wigan Athletic (England),SV Zulte Waregem (Belgium),england,belgium,ENG,BE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,654.47","6,649.47","6,679.51","6,642.57",462.67M,0.08,2013-11-29
48847,Swansea City,Newcastle United,2013-12-04,3.0,0.0,F,england,Swansea City (Wales),Newcastle United (England),wales,england,WAL,ENG,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"6,509.97","6,532.43","6,544.70","6,479.73",780.32M,-0.34,2013-12-05
48863,Ssc Napoli,Arsenal FC,2013-12-11,2.0,0.0,F,UEFA CL,Ssc Napoli (Italy),Arsenal FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,507.72","6,523.31","6,555.57","6,507.72",524.48M,-0.24,2013-12-12
48864,NK Maribor,Wigan Athletic,2013-12-12,2.0,1.0,F,UEFA EL,NK Maribor (Slovenia),Wigan Athletic (England),slovenia,england,SI,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,445.25","6,507.72","6,507.72","6,435.99",663.53M,-0.96,2013-12-13
48939,Swansea City,Fulham FC,2014-01-28,2.0,0.0,F,england,Swansea City (Wales),Fulham FC (England),wales,england,WAL,ENG,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"6,572.33","6,550.66","6,590.66","6,550.65",675.70M,0.33,2014-01-29
48973,Manchester City,FC Barcelona,2014-02-18,0.0,2.0,F,UEFA CL,Manchester City (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,796.43","6,736.00","6,802.89","6,716.64",826.63M,0.9,2014-02-19
48974,Arsenal FC,Bayern Muenchen,2014-02-19,0.0,2.0,F,UEFA CL,Arsenal FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,796.71","6,796.43","6,810.48","6,759.86",793.95M,0.0,2014-02-20
48975,Dnipro Dnipropetrovsk,Tottenham Hotspur,2014-02-20,1.0,0.0,F,UEFA EL,Dnipro Dnipropetrovsk (Ukraine),Tottenham Hotspur (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,812.99","6,796.71","6,812.99","6,732.03",742.46M,0.24,2014-02-21
48986,Olympiakos Piraeus,Manchester United,2014-02-25,2.0,0.0,F,UEFA CL,Olympiakos Piraeus (Greece),Manchester United (England),greece,england,GR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,830.50","6,862.73","6,866.35","6,790.93",1.16B,-0.52,2014-02-26
49003,FC Barcelona,Manchester City,2014-03-12,2.0,1.0,F,UEFA CL,FC Barcelona (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,620.90","6,685.52","6,685.52","6,598.36",891.94M,-0.97,2014-03-13
49004,Tottenham Hotspur,Sl Benfica,2014-03-13,1.0,3.0,F,UEFA EL,Tottenham Hotspur (England),Sl Benfica (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,553.78","6,620.90","6,631.38","6,552.46",894.84M,-1.01,2014-03-14
49044,Paris Saint Germain,Chelsea FC,2014-04-02,3.0,1.0,F,UEFA CL,Paris Saint Germain (France),Chelsea FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,659.04","6,652.61","6,672.73","6,639.63",971.88M,0.1,2014-04-03
49056,Bayern Muenchen,Manchester United,2014-04-09,3.0,1.0,F,UEFA CL,Bayern Muenchen (Germany),Manchester United (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,635.61","6,590.69","6,654.05","6,590.41",758.99M,0.68,2014-04-10
49089,Chelsea FC,Atletico Madrid,2014-04-30,1.0,3.0,F,UEFA CL,Chelsea FC (England),Atletico Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,780.03","6,769.91","6,794.88","6,748.76",773.11M,0.15,2014-05-01
49127,Sporting Lokeren,Hull City,2014-08-21,1.0,0.0,F,UEFA EL,Sporting Lokeren (Belgium),Hull City (England),belgium,england,BE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,777.66","6,755.48","6,780.73","6,752.70",423.43M,0.33,2014-08-22
49162,Borussia Dortmund,Arsenal FC,2014-09-16,2.0,0.0,F,UEFA CL,Borussia Dortmund (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,792.24","6,804.21","6,804.34","6,748.09",592.89M,-0.18,2014-09-17
49163,Bayern Muenchen,Manchester City,2014-09-17,1.0,0.0,F,UEFA CL,Bayern Muenchen (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,780.90","6,792.24","6,816.89","6,780.90",596.03M,-0.17,2014-09-18
49189,FC Basel,Liverpool FC,2014-10-01,1.0,0.0,F,UEFA CL,FC Basel (Switzerland),Liverpool FC (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,557.52","6,622.72","6,622.81","6,539.73",789.71M,-0.98,2014-10-02
49215,Liverpool FC,Real Madrid,2014-10-22,0.0,3.0,F,UEFA CL,Liverpool FC (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,399.73","6,372.33","6,401.51","6,341.39",725.61M,0.43,2014-10-23
49239,Real Madrid,Liverpool FC,2014-11-04,1.0,0.0,F,UEFA CL,Real Madrid (Spain),Liverpool FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,453.97","6,487.97","6,510.31","6,444.89",816.65M,-0.52,2014-11-05
49241,Manchester City,CSka Moskva,2014-11-05,1.0,2.0,F,UEFA CL,Manchester City (England),CSka Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,539.14","6,453.97","6,539.14","6,453.97",769.26M,1.32,2014-11-06
49284,Swansea City,Queens Park Rangers,2014-12-02,2.0,0.0,F,england,Swansea City (Wales),Queens Park Rangers (England),wales,england,WAL,ENG,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"6,742.10","6,656.37","6,744.31","6,656.37",654.95M,1.29,2014-12-03
49305,Besiktas,Tottenham Hotspur,2014-12-11,1.0,0.0,F,UEFA EL,Besiktas (Turkey),Tottenham Hotspur (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,461.70","6,500.04","6,521.66","6,441.28",757.39M,-0.59,2014-12-12
49306,Everton FC,FK Krasnodar,2014-12-11,0.0,1.0,F,UEFA EL,Everton FC (England),FK Krasnodar (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,461.70","6,500.04","6,521.66","6,441.28",757.39M,-0.59,2014-12-12
49421,Manchester City,FC Barcelona,2015-02-24,1.0,2.0,F,UEFA CL,Manchester City (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,949.63","6,912.16","6,958.89","6,899.59",857.36M,0.54,2015-02-25
49422,Arsenal FC,As Monaco,2015-02-25,1.0,3.0,F,UEFA CL,Arsenal FC (England),As Monaco (France),england,france,ENG,FR,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,935.38","6,949.63","6,955.41","6,904.88",718.03M,-0.21,2015-02-26
49423,Besiktas,Liverpool FC,2015-02-26,1.0,0.0,P,UEFA EL,Besiktas (Turkey),Liverpool FC (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,949.73","6,935.38","6,949.98","6,920.54",806.28M,0.21,2015-02-27
49424,Acf Fiorentina,Tottenham Hotspur,2015-02-26,2.0,0.0,F,UEFA EL,Acf Fiorentina (Italy),Tottenham Hotspur (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,949.73","6,935.38","6,949.98","6,920.54",806.28M,0.21,2015-02-27
49458,FC Barcelona,Manchester City,2015-03-18,1.0,0.0,F,UEFA CL,FC Barcelona (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,945.20","6,837.61","6,945.20","6,837.26",796.53M,1.57,2015-03-19
49459,Dinamo Kiev,Everton FC,2015-03-19,5.0,2.0,F,UEFA EL,Dinamo Kiev (Ukraine),Everton FC (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,962.32","6,945.20","6,982.79","6,929.73",834.20M,0.25,2015-03-20
49529,Arsenal FC,Swansea City,2015-05-11,0.0,1.0,F,england,Arsenal FC (England),Swansea City (Wales),england,wales,ENG,WAL,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"7,029.85","7,046.82","7,083.72","7,025.17",816.71M,-0.24,2015-05-12
49554,Birkirkara FC,West Ham United,2015-07-23,1.0,0.0,P,UEFA EL,Birkirkara FC (Malta),West Ham United (England),malta,england,MT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,655.01","6,667.34","6,711.49","6,644.85",651.24M,-0.18,2015-07-24
